geocode,tax_type,tax_cat,tax_auth_id,effective,description,pass_flag,pass_type,base_type,date_flag,rounding,location,report_to,max_tax,unit_type,max_type,thresh_type,unit_and_or_tax,formula,tier,tax_rate,min_tax_base,max_tax_base,fee,min_unit_base,max_unit_base
US08097A0002,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08097A0003,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08097A0004,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0809900000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0809931550,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0809934520,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0809937215,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0809943110,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0809985045,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0810100000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0810107795,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0810162000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0810166895,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08101A0001,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08101A0002,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0810300000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08103A0001,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08103A0002,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08103A0003,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08103A0004,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08105A0001,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08105A0002,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08105A0003,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08105A0004,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08105A0005,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0810700000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0810735070,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0810755155,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0810773825,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0810786475,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08107A0001,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08107A0002,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08107A0003,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0810900000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0810907571,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0810912855,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0810918420,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0810951250,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0810967005,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0811100000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0811170580,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0811300000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0811354880,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0811355870,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0811368655,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08113A0001,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08113A0002,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08113A0003,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0811500000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0811539965,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0811556475,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0811568930,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08117A0001,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08117A0002,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08117A0003,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08117A0004,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08117A0005,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08117A0006,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08117A0007,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08117A0008,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08117A0009,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08117A0010,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0811900000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0811918530,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0811980865,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08119A0001,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08119A0002,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08119A0003,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08119A0004,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08119A0005,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812100000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812100925,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812156365,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812300000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812303950,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812306255,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812308675,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812319080,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812322860,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812324950,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812325280,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812326600,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812327700,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812328360,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812329185,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812329955,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812332155,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812333310,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812337820,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812339855,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812340185,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812340515,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812343605,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812345530,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812345970,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812349600,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812350480,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812354330,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812355045,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812359005,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812360160,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812363045,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812369150,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812377510,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812385485,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08123A0003,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08123A0008,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08123A0009,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08123A0010,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08123A0011,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08123A0012,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US08123A0013,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812500000,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812523025,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812586310,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
US0812586750,18,FF,12005,7/1/2025,RETAIL DELIVERY FEE,0,01,18,01,01,,36,0,19,99,9,,05,0,0,0,0,0.28,0,0
